interface_type,model,target,ics_naive_mean,ics_mean,ics_log10_mean,ips_naive_mean,ips_mean,ips_log10_mean,ilddt_naive_mean,ilddt_mean,ilddt_log10_mean
NA-NA,M0268TS262_5,M0268,,,,,,,,,
NA-protein,M0268TS262_5,M0268,0.002,0.0030813953488372093,0.0023616623401894444,0.046799999999999994,0.0541046511627907,0.049317693614848515,0.10213457193598371,0.10573837209302327,0.10345593548505849
protein-protein,M0268TS262_5,M0268,0.0021666666666666666,0.002794392523364486,0.0024091019491438784,0.0175,0.024107476635514023,0.019851610386665077,0.06754811746440455,0.07553738317757008,0.07056064576188012
NA-containing,M0268TS262_5,M0268,0.002,0.0030813953488372093,0.0023616623401894444,0.046799999999999994,0.0541046511627907,0.049317693614848515,0.10213457193598371,0.10573837209302327,0.10345593548505849
all,M0268TS267_1,M0268,0.0,0.0,0.0,0.013818181818181818,0.011722797927461141,0.012788857986108647,0.09596631623268968,0.09232383419689118,0.09441448121101996
NA-NA,M0268TS267_1,M0268,,,,,,,,,
NA-protein,M0268TS267_1,M0268,0.0,0.0,0.0,0.0304,0.026308139534883722,0.028382520262763947,0.19949638933728508,0.19333720930232556,0.19691721779081536
protein-protein,M0268TS267_1,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.009691255312193527,0.011135514018691589,0.010348729494119099
NA-containing,M0268TS267_1,M0268,0.0,0.0,0.0,0.0304,0.026308139534883722,0.028382520262763947,0.19949638933728508,0.19333720930232556,0.19691721779081536
all,M0268TS267_2,M0268,0.0,0.0,0.0,0.0057272727272727275,0.008650259067357512,0.006704079595515113,0.09894896738336321,0.09479274611398963,0.097195675575169
NA-NA,M0268TS267_2,M0268,,,,,,,,,
NA-protein,M0268TS267_2,M0268,0.0,0.0,0.0,0.0126,0.019412790697674417,0.0148784727431935,0.2041863454385609,0.19717441860465118,0.20125191754848337
protein-protein,M0268TS267_2,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.011251152337365152,0.012504672897196263,0.011855844715993092
NA-containing,M0268TS267_2,M0268,0.0,0.0,0.0,0.0126,0.019412790697674417,0.0148784727431935,0.2041863454385609,0.19717441860465118,0.20125191754848337
all,M0268TS267_3,M0268,0.0,0.0,0.0,0.011181818181818182,0.012784974093264248,0.011569935228851608,0.09503533238235534,0.09190414507772021,0.09368355284930036
NA-NA,M0268TS267_3,M0268,,,,,,,,,
NA-protein,M0268TS267_3,M0268,0.0,0.0,0.0,0.0246,0.02869186046511628,0.025677345188166157,0.19200841447099537,0.18617441860465114,0.18947016601898306
protein-protein,M0268TS267_3,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.014224430641821946,0.01613551401869159,0.015125907373593183
NA-containing,M0268TS267_3,M0268,0.0,0.0,0.0,0.0246,0.02869186046511628,0.025677345188166157,0.19200841447099537,0.18617441860465114,0.18947016601898306
all,M0268TS267_4,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.1076846442682421,0.10337305699481865,0.10592776507494013
NA-NA,M0268TS267_4,M0268,,,,,,,,,
NA-protein,M0268TS267_4,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.2164133177497273,0.20902325581395348,0.21337112259402785
protein-protein,M0268TS267_4,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.017077416367004467,0.018457943925233644,0.017810053117089546
NA-containing,M0268TS267_4,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.2164133177497273,0.20902325581395348,0.21337112259402785
all,M0268TS267_5,M0268,0.0,0.0,0.0,0.008454545454545454,0.0068704663212435235,0.0077129617152978305,0.0944175731728424,0.09010880829015545,0.09265444410329134
NA-NA,M0268TS267_5,M0268,,,,,,,,,
NA-protein,M0268TS267_5,M0268,0.0,0.0,0.0,0.0186,0.015418604651162791,0.017117501219276066,0.18868471524635327,0.18020348837209302,0.18519832702834968
protein-protein,M0268TS267_5,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.015861621444916638,0.01769626168224299,0.016756264752347184
NA-containing,M0268TS267_5,M0268,0.0,0.0,0.0,0.0186,0.015418604651162791,0.017117501219276066,0.18868471524635327,0.18020348837209302,0.18519832702834968
all,M0268TS274_1,M0268,0.0,0.0,0.0,0.017363636363636362,0.021818652849740935,0.01885870591288782,0.19791804429767143,0.2089300518134715,0.20179554460365168
NA-NA,M0268TS274_1,M0268,,,,,,,,,
NA-protein,M0268TS274_1,M0268,0.0,0.0,0.0,0.0078,0.012017441860465118,0.009210483126738833,0.3106531503876789,0.3151802325581395,0.31235097964621955
protein-protein,M0268TS274_1,M0268,0.0,0.0,0.0,0.025333333333333333,0.029696261682242993,0.026771520031936634,0.10397212255599848,0.12353271028037385,0.1111255189696783
NA-containing,M0268TS274_1,M0268,0.0,0.0,0.0,0.0078,0.012017441860465118,0.009210483126738833,0.3106531503876789,0.3151802325581395,0.31235097964621955
all,M0268TS274_2,M0268,0.0,0.0,0.0,0.019909090909090908,0.02168393782383419,0.02032097022999719,0.16626384458188134,0.17499481865284974,0.16910495637779008
NA-NA,M0268TS274_2,M0268,,,,,,,,,
NA-protein,M0268TS274_2,M0268,0.0,0.0,0.0,0.0248,0.02170930232558139,0.023244722658555258,0.25085777745434445,0.25050581395348837,0.25042523863552435
protein-protein,M0268TS274_2,M0268,0.0,0.0,0.0,0.015833333333333335,0.021663551401869156,0.017923107949027642,0.09576890052149539,0.11430373831775702,0.1024116086103853
NA-containing,M0268TS274_2,M0268,0.0,0.0,0.0,0.0248,0.02170930232558139,0.023244722658555258,0.25085777745434445,0.25050581395348837,0.25042523863552435
all,M0268TS274_3,M0268,0.0,0.0,0.0,0.017363636363636362,0.021935233160621764,0.018908197998143746,0.1969874716604087,0.20818393782383418,0.2009335806261998
NA-NA,M0268TS274_3,M0268,,,,,,,,,
NA-protein,M0268TS274_3,M0268,0.0,0.0,0.0,0.0078,0.012017441860465118,0.009210483126738833,0.3092375317626235,0.31373837209302324,0.3109207080061538
protein-protein,M0268TS274_3,M0268,0.0,0.0,0.0,0.025333333333333333,0.029906542056074768,0.02686160214912636,0.1034457549085631,0.12334579439252338,0.11072964216665925
NA-containing,M0268TS274_3,M0268,0.0,0.0,0.0,0.0078,0.012017441860465118,0.009210483126738833,0.3092375317626235,0.31373837209302324,0.3109207080061538
all,M0268TS274_4,M0268,0.0,0.0,0.0,0.018818181818181817,0.022476683937823833,0.01999171102347078,0.19576401164550347,0.2078860103626943,0.2000663510437619
NA-NA,M0268TS274_4,M0268,,,,,,,,,
NA-protein,M0268TS274_4,M0268,0.0,0.0,0.0,0.018,0.017563953488372093,0.017532703049273905,0.3092487713943799,0.3158895348837209,0.3117857663484298
protein-protein,M0268TS274_4,M0268,0.0,0.0,0.0,0.0195,0.026425233644859814,0.022008421608244184,0.10119337852143968,0.12107943925233647,0.10844170820655992
NA-containing,M0268TS274_4,M0268,0.0,0.0,0.0,0.018,0.017563953488372093,0.017532703049273905,0.3092487713943799,0.3158895348837209,0.3117857663484298
all,M0268TS274_5,M0268,0.0,0.0,0.0,0.02218181818181818,0.024981865284974095,0.0229969586178987,0.19779285380005068,0.20934974093264247,0.20187100480884476
NA-NA,M0268TS274_5,M0268,,,,,,,,,
NA-protein,M0268TS274_5,M0268,0.0,0.0,0.0,0.023799999999999998,0.021127906976744184,0.02241504790472762,0.3114398079982123,0.3164767441860465,0.3133133586599818
protein-protein,M0268TS274_5,M0268,0.0,0.0,0.0,0.020833333333333332,0.02807943925233645,0.02347420208638661,0.10308705863491603,0.12324766355140188,0.11047358887445555
NA-containing,M0268TS274_5,M0268,0.0,0.0,0.0,0.023799999999999998,0.021127906976744184,0.02241504790472762,0.3114398079982123,0.3164767441860465,0.3133133586599818
all,M0268TS286_1,M0268,0.0,0.0,0.0,0.03909090909090909,0.0256139896373057,0.03338462875549777,0.13251802786769365,0.12548445595854923,0.12965278797924892
NA-NA,M0268TS286_1,M0268,,,,,,,,,
NA-protein,M0268TS286_1,M0268,0.0,0.0,0.0,0.086,0.05748255813953489,0.0740910488760601,0.26299920691206435,0.24999418604651164,0.25763270689721096
protein-protein,M0268TS286_1,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.02378371199738477,0.02541121495327103,0.02469238938412317
NA-containing,M0268TS286_1,M0268,0.0,0.0,0.0,0.086,0.05748255813953489,0.0740910488760601,0.26299920691206435,0.24999418604651164,0.25763270689721096
all,M0268TS286_2,M0268,0.0,0.0,0.0,0.03754545454545454,0.024647668393782383,0.032081918763219655,0.13325202239147071,0.12622020725388602,0.13038728137071268
NA-NA,M0268TS286_2,M0268,,,,,,,,,
NA-protein,M0268TS286_2,M0268,0.0,0.0,0.0,0.08259999999999999,0.05531395348837209,0.07119992342979271,0.26457097426940823,0.2515988372093023,0.2592185062623034
protein-protein,M0268TS286_2,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.023819562493189495,0.02544859813084112,0.024728699692850655
NA-containing,M0268TS286_2,M0268,0.0,0.0,0.0,0.08259999999999999,0.05531395348837209,0.07119992342979271,0.26457097426940823,0.2515988372093023,0.2592185062623034
all,M0268TS286_3,M0268,0.0,0.0,0.0,0.043,0.02775647668393782,0.03656802887738667,0.13406277087127125,0.12703886010362694,0.1311888716521833
NA-NA,M0268TS286_3,M0268,,,,,,,,,
NA-protein,M0268TS286_3,M0268,0.0,0.0,0.0,0.09459999999999999,0.062290697674418596,0.08115602047572437,0.26602056077459346,0.25313953488372093,0.2606746572923035
protein-protein,M0268TS286_3,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.02409794595183611,0.025686915887850468,0.024993463903081044
NA-containing,M0268TS286_3,M0268,0.0,0.0,0.0,0.09459999999999999,0.062290697674418596,0.08115602047572437,0.26602056077459346,0.25313953488372093,0.2606746572923035
all,M0268TS286_4,M0268,0.0,0.0,0.0,0.044909090909090905,0.028930051813471504,0.03816981287727592,0.1337618284933986,0.1266735751295337,0.13086946742079786
NA-NA,M0268TS286_4,M0268,,,,,,,,,
NA-protein,M0268TS286_4,M0268,0.0,0.0,0.0,0.0988,0.06492441860465116,0.08471088572505386,0.2654393897989127,0.25240116279069763,0.2600489222693254
protein-protein,M0268TS286_4,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.0240305274054702,0.025621495327102808,0.024925291288806814
NA-containing,M0268TS286_4,M0268,0.0,0.0,0.0,0.0988,0.06492441860465116,0.08471088572505386,0.2654393897989127,0.25240116279069763,0.2600489222693254
all,M0268TS286_5,M0268,0.0,0.0,0.0,0.04363636363636363,0.028717616580310877,0.03731292661022169,0.1335081300096204,0.12626943005181346,0.13055949530589706
NA-NA,M0268TS286_5,M0268,,,,,,,,,
NA-protein,M0268TS286_5,M0268,0.0,0.0,0.0,0.096,0.06444767441860465,0.08280918411385699,0.26487681050629075,0.25145348837209297,0.2593408649088344
protein-protein,M0268TS286_5,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.024034229595728457,0.025654205607476638,0.024941801534617402
NA-containing,M0268TS286_5,M0268,0.0,0.0,0.0,0.096,0.06444767441860465,0.08280918411385699,0.26487681050629075,0.25145348837209297,0.2593408649088344
all,M0268TS294_1,M0268,0.0,0.0,0.0,0.03509090909090909,0.02324870466321243,0.030063169211844494,0.13772542921736675,0.13127461139896374,0.1350889492768792
NA-NA,M0268TS294_1,M0268,,,,,,,,,
NA-protein,M0268TS294_1,M0268,0.0,0.0,0.0,0.07719999999999999,0.052174418604651156,0.06671967975912346,0.27417408746225386,0.26249418604651165,0.26931677246219654
protein-protein,M0268TS294_1,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.02401821401329411,0.025808411214953274,0.025004445839132236
NA-containing,M0268TS294_1,M0268,0.0,0.0,0.0,0.07719999999999999,0.052174418604651156,0.06671967975912346,0.27417408746225386,0.26249418604651165,0.26931677246219654
all,M0268TS294_2,M0268,0.0,0.0,0.0,0.03363636363636364,0.02233419689119171,0.02883522772146917,0.1358971450447444,0.12921243523316064,0.1331492822273599
NA-NA,M0268TS294_2,M0268,,,,,,,,,
NA-protein,M0268TS294_2,M0268,0.0,0.0,0.0,0.074,0.05012209302325581,0.06399448926362163,0.2702565468199153,0.2582209302325582,0.26522606523514797
protein-protein,M0268TS294_2,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.023930976898768663,0.025523364485981307,0.024828915197390528
NA-containing,M0268TS294_2,M0268,0.0,0.0,0.0,0.074,0.05012209302325581,0.06399448926362163,0.2702565468199153,0.2582209302325582,0.26522606523514797
all,M0268TS294_3,M0268,0.0,0.0,0.0,0.039,0.025476683937823832,0.0332782147936642,0.1369597283216678,0.1305440414507772,0.13433272314245906
NA-NA,M0268TS294_3,M0268,,,,,,,,,
NA-protein,M0268TS294_3,M0268,0.0,0.0,0.0,0.0858,0.05717441860465116,0.07385488264204115,0.2721874598428114,0.26052325581395347,0.26731932797669655
protein-protein,M0268TS294_3,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.024269952054048166,0.026074766355140187,0.025266182319272287
NA-containing,M0268TS294_3,M0268,0.0,0.0,0.0,0.0858,0.05717441860465116,0.07385488264204115,0.2721874598428114,0.26052325581395347,0.26731932797669655
all,M0268TS294_4,M0268,0.0,0.0,0.0,0.028727272727272726,0.01945077720207254,0.024766083158788064,0.13624984228520046,0.1295492227979275,0.13350687667181751
NA-NA,M0268TS294_4,M0268,,,,,,,,,
NA-protein,M0268TS294_4,M0268,0.0,0.0,0.0,0.0632,0.04365116279069768,0.05496377063902971,0.2708048083069441,0.2587267441860465,0.26578099732760113
protein-protein,M0268TS294_4,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.024120703933747416,0.02572429906542056,0.025024666765508234
NA-containing,M0268TS294_4,M0268,0.0,0.0,0.0,0.0632,0.04365116279069768,0.05496377063902971,0.2708048083069441,0.2587267441860465,0.26578099732760113
all,M0268TS294_5,M0268,0.0,0.0,0.0,0.037636363636363634,0.02478497409326425,0.03218833272505323,0.13619628801373934,0.1299663212435233,0.1336289501110895
NA-NA,M0268TS294_5,M0268,,,,,,,,,
NA-protein,M0268TS294_5,M0268,0.0,0.0,0.0,0.0828,0.05562209302325582,0.07143608966381167,0.2704262729894943,0.2591627906976744,0.26568121637697323
protein-protein,M0268TS294_5,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.024337967200610225,0.02612616822429907,0.025328690040276602
NA-containing,M0268TS294_5,M0268,0.0,0.0,0.0,0.0828,0.05562209302325582,0.07143608966381167,0.2704262729894943,0.2591627906976744,0.26568121637697323
all,M0268TS304_1,M0268,0.0,0.0,0.0,0.00818181818181818,0.00782642487046632,0.007900047188689743,0.12530258873412986,0.12060880829015545,0.12332816770295818
NA-NA,M0268TS304_1,M0268,,,,,,,,,
NA-protein,M0268TS304_1,M0268,0.0,0.0,0.0,0.018,0.017563953488372093,0.017532703049273905,0.25530312574793956,0.2469418604651163,0.2517649362720677
protein-protein,M0268TS304_1,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.016968807889288437,0.019070093457943922,0.017993092190641873
NA-containing,M0268TS304_1,M0268,0.0,0.0,0.0,0.018,0.017563953488372093,0.017532703049273905,0.25530312574793956,0.2469418604651163,0.2517649362720677
all,M0268TS304_2,M0268,0.0,0.0,0.0,0.008545454545454545,0.008033678756476684,0.008199121196300879,0.1231773236646563,0.1187461139896373,0.12128202289883208
NA-NA,M0268TS304_2,M0268,,,,,,,,,
NA-protein,M0268TS304_2,M0268,0.0,0.0,0.0,0.0188,0.018029069767441862,0.018196442852336014,0.25373266191513694,0.24618604651162793,0.2505168784264196
protein-protein,M0268TS304_2,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.014381208455922412,0.016317757009345794,0.015292410909358565
NA-containing,M0268TS304_2,M0268,0.0,0.0,0.0,0.0188,0.018029069767441862,0.018196442852336014,0.25373266191513694,0.24618604651162793,0.2505168784264196
all,M0268TS304_3,M0268,0.0,0.0,0.0,0.008636363636363636,0.00817098445595855,0.008305535158134451,0.12631277881340558,0.12126683937823833,0.12420180889080522
NA-NA,M0268TS304_3,M0268,,,,,,,,,
NA-protein,M0268TS304_3,M0268,0.0,0.0,0.0,0.019,0.01833720930232558,0.01843260908635496,0.2565213889697472,0.24758139534883722,0.2527597357910608
protein-protein,M0268TS304_3,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.017805603683120844,0.019742990654205605,0.018767367580809692
NA-containing,M0268TS304_3,M0268,0.0,0.0,0.0,0.019,0.01833720930232558,0.01843260908635496,0.2565213889697472,0.24758139534883722,0.2527597357910608
all,M0268TS304_4,M0268,0.0,0.0,0.0,0.0034545454545454545,0.0052176165803108805,0.004043730549675782,0.13073541605005465,0.12500518134715027,0.12836478037947577
NA-NA,M0268TS304_4,M0268,,,,,,,,,
NA-protein,M0268TS304_4,M0268,0.0,0.0,0.0,0.0076,0.011709302325581395,0.008974316892719889,0.26086756225356583,0.2506337209302325,0.25655768531688444
protein-protein,M0268TS304_4,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.022291960880462026,0.024032710280373834,0.02322970518129142
NA-containing,M0268TS304_4,M0268,0.0,0.0,0.0,0.0076,0.011709302325581395,0.008974316892719889,0.26086756225356583,0.2506337209302325,0.25655768531688444
all,M0268TS304_5,M0268,0.0,0.0,0.0,0.005909090909090909,0.006616580310880828,0.006062480101050941,0.1222359398152971,0.1176217616580311,0.12024758159364651
NA-NA,M0268TS304_5,M0268,,,,,,,,,
NA-protein,M0268TS304_5,M0268,0.0,0.0,0.0,0.013000000000000001,0.014848837209302324,0.013454560563389133,0.2515422058741374,0.24354069767441863,0.24809670935764347
protein-protein,M0268TS304_5,M0268,0.0,0.0,0.0,0.0,0.0,0.0,0.01448071809959682,0.01641588785046729,0.015394448980316652
NA-containing,M0268TS304_5,M0268,0.0,0.0,0.0,0.013000000000000001,0.014848837209302324,0.013454560563389133,0.2515422058741374,0.24354069767441863,0.24809670935764347
all,M0268TS319_1,M0268,0.4271818181818183,0.5551113989637306,0.4747321308507492,0.4273636363636364,0.5533652849740933,0.4743544502857971,0.5856385665162519,0.6385958549222798,0.6046865201953613
NA-NA,M0268TS319_1,M0268,,,,,,,,,
NA-protein,M0268TS319_1,M0268,0.45660000000000006,0.6016220930232559,0.5103821185654037,0.4546,0.5987383720930233,0.5080394673138745,0.6253209407499536,0.6904069767441858,0.6495685850864342
protein-protein,M0268TS319_1,M0268,0.40266666666666673,0.5177289719626169,0.4454944430003602,0.4046666666666667,0.5168971962616823,0.4467282973405291,0.5525699213215005,0.5969532710280373,0.567877312465209
NA-containing,M0268TS319_1,M0268,0.45660000000000006,0.6016220930232559,0.5103821185654037,0.4546,0.5987383720930233,0.5080394673138745,0.6253209407499536,0.6904069767441858,0.6495685850864342
all,M0268TS319_2,M0268,0.42772727272727273,0.5548419689119171,0.47499944391153687,0.42109090909090907,0.5434170984455958,0.4667857274902969,0.5782467416401935,0.6309326424870467,0.597171559751335
NA-NA,M0268TS319_2,M0268,,,,,,,,,
NA-protein,M0268TS319_2,M0268,0.4598,0.6007383720930233,0.512388188661014,0.4462,0.5813197674418604,0.4966931336943778,0.61665463050682,0.6812093023255814,0.6405976283747371
protein-protein,M0268TS319_2,M0268,0.401,0.5179532710280373,0.44433574616070376,0.4001666666666666,0.5129532710280373,0.4422577132309747,0.5462401675846713,0.5905233644859814,0.5615564608305944
NA-containing,M0268TS319_2,M0268,0.4598,0.6007383720930233,0.512388188661014,0.4462,0.5813197674418604,0.4966931336943778,0.61665463050682,0.6812093023255814,0.6405976283747371
all,M0268TS319_3,M0268,0.4483636363636364,0.571479274611399,0.49475899415607694,0.41627272727272724,0.5346943005181347,0.46063660913006393,0.5917969528704173,0.6434689119170983,0.6103876994125341
NA-NA,M0268TS319_3,M0268,,,,,,,,,
NA-protein,M0268TS319_3,M0268,0.4946,0.6308546511627907,0.5463599518024288,0.4378,0.5695406976744187,0.4869942985162286,0.6355350682591346,0.6989534883720928,0.6592576021682112
protein-protein,M0268TS319_3,M0268,0.4098333333333333,0.5237570093457944,0.45243940895675283,0.39833333333333326,0.5066869158878504,0.43901983044002785,0.5553485233798194,0.5988738317757009,0.5703079391196014
NA-containing,M0268TS319_3,M0268,0.4946,0.6308546511627907,0.5463599518024288,0.4378,0.5695406976744187,0.4869942985162286,0.6355350682591346,0.6989534883720928,0.6592576021682112
all,M0268TS319_4,M0268,0.4069090909090909,0.5302020725388601,0.45254951523234466,0.3887272727272727,0.5045647668393782,0.4317117882309416,0.5847587807418358,0.6351321243523316,0.6028376467903103
NA-NA,M0268TS319_4,M0268,,,,,,,,,
NA-protein,M0268TS319_4,M0268,0.45,0.5894302325581395,0.5018890586576812,0.42699999999999994,0.5569244186046511,0.4754479475256585,0.630557822793817,0.6925058139534883,0.6538137086222057
protein-protein,M0268TS319_4,M0268,0.371,0.4825981308411215,0.412084587701452,0.35683333333333334,0.462481308411215,0.3958423740962439,0.5465929123651847,0.5890186915887851,0.5610305585070672
NA-containing,M0268TS319_4,M0268,0.45,0.5894302325581395,0.5018890586576812,0.42699999999999994,0.5569244186046511,0.4754479475256585,0.630557822793817,0.6925058139534883,0.6538137086222057
all,M0268TS319_5,M0268,0.44627272727272727,0.5690518134715026,0.4925561159158345,0.451,0.5735569948186529,0.4973727787822058,0.592040839647339,0.6432072538860103,0.6104225265818273
NA-NA,M0268TS319_5,M0268,,,,,,,,,
NA-protein,M0268TS319_5,M0268,0.4888,0.6246162790697675,0.5403194787449979,0.48019999999999996,0.6154127906976744,0.5313892940609624,0.6390031419196063,0.7017151162790697,0.6625499924804521
protein-protein,M0268TS319_5,M0268,0.41083333333333333,0.5243925233644859,0.4533838641815119,0.4266666666666667,0.5399158878504674,0.46947475358683,0.552905587753783,0.5961822429906541,0.5676711352328399
NA-containing,M0268TS319_5,M0268,0.4888,0.6246162790697675,0.5403194787449979,0.48019999999999996,0.6154127906976744,0.5313892940609624,0.6390031419196063,0.7017151162790697,0.6625499924804521
all,M0268TS331_1,M0268,0.4271818181818183,0.5551113989637306,0.4747321308507492,0.4273636363636364,0.5533652849740933,0.4743544502857971,0.5856385665162519,0.6385958549222798,0.6046865201953613
